Combat Event Log
====================================================================================================
Generated: 1/7/2026, 10:37:06 AM
Total Events: 228
Game Time: 293s

[27.41s]     SHIELD ONLY: Player blocked 51.00 damage (raw: 51.00) | Shield absorbed all damage
[59.80s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[60.48s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[61.14s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[61.82s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[62.49s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[63.15s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[63.81s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[64.47s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[65.14s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[65.80s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[66.46s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[67.12s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[67.80s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[68.48s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[69.16s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[69.51s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[69.51s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[70.17s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[70.17s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[70.22s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[70.22s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[70.55s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[70.55s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[70.85s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[70.85s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[70.90s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[70.93s]     DAMAGE: Player took 10.49 HP (raw: 22.00, shield: 11.20, block: 0.00, def: 0.31) | HP: 184.00 → 173.51
[70.93s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 173.51 → 165.75
[71.23s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[71.53s]     DAMAGE: Player took 19.03 HP (raw: 22.00, shield: 2.40, block: 0.00, def: 0.57) | HP: 184.00 → 164.97
[71.56s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 184.00 → 162.64
[71.56s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 162.64 → 154.87
[71.59s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[71.89s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[72.19s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[72.22s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[72.22s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[72.22s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[72.22s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[72.25s]     DAMAGE: Player took 9.22 HP (raw: 22.00, shield: 12.50, block: 0.00, def: 0.28) | HP: 184.00 → 174.78
[72.48s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 184.00 → 162.64
[72.55s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[72.85s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[72.88s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[72.88s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[72.88s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[72.91s]     DAMAGE: Player took 21.17 HP (raw: 22.00, shield: 0.20, block: 0.00, def: 0.63) | HP: 184.00 → 162.83
[73.21s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[73.51s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[73.54s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[73.54s]     DAMAGE: Player took 8.93 HP (raw: 22.00, shield: 12.80, block: 0.00, def: 0.27) | HP: 184.00 → 175.07
[73.54s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 175.07 → 167.30
[73.54s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 167.30 → 159.53
[73.57s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[73.87s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[74.17s]     DAMAGE: Player took 5.44 HP (raw: 22.00, shield: 16.40, block: 0.00, def: 0.16) | HP: 184.00 → 178.56
[74.20s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 184.00 → 162.64
[74.20s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 162.64 → 154.87
[74.20s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 154.87 → 147.11
[74.23s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[74.53s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[74.83s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[74.86s]     DAMAGE: Player took 2.33 HP (raw: 22.00, shield: 19.60, block: 0.00, def: 0.07) | HP: 184.00 → 181.67
[74.89s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[75.19s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[75.49s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[75.52s]     DAMAGE: Player took 11.65 HP (raw: 22.00, shield: 10.00, block: 0.00, def: 0.35) | HP: 184.00 → 172.35
[75.55s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[75.85s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[76.15s]     DAMAGE: Player took 0.58 HP (raw: 22.00, shield: 21.40, block: 0.00, def: 0.02) | HP: 184.00 → 183.42
[76.18s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[76.21s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[76.24s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[76.51s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[76.57s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[76.81s]     DAMAGE: Player took 19.51 HP (raw: 22.00, shield: 1.90, block: 0.00, def: 0.59) | HP: 184.00 → 164.49
[76.84s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 184.00 → 162.64
[76.87s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 162.69 → 141.33
[76.90s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 141.38 → 133.61
[77.17s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[77.23s]     DAMAGE: Player took 0.78 HP (raw: 8.00, shield: 7.20, block: 0.00, def: 0.02) | HP: 134.11 → 133.34
[77.47s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[77.50s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[77.53s]     DAMAGE: Player took 11.07 HP (raw: 22.00, shield: 10.60, block: 0.00, def: 0.33) | HP: 184.00 → 172.93
[77.56s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[77.83s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[77.89s]     SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[78.13s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[78.16s]     DAMAGE: Player took 2.04 HP (raw: 22.00, shield: 19.90, block: 0.00, def: 0.06) | HP: 184.00 → 181.96
[78.19s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 182.01 → 160.65
[78.22s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 160.70 → 152.93
[78.49s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 153.33 → 131.97
[78.55s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 132.07 → 124.31
[78.79s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 124.66 → 103.30
[78.82s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 103.35 → 81.99
[78.85s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 82.04 → 60.68
[79.15s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 95.23 → 73.87
[79.45s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 109.31 → 87.96
[79.48s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 88.01 → 66.65
[79.51s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 100.80 → 79.44
[79.81s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[80.11s]     DAMAGE: Player took 7.77 HP (raw: 22.00, shield: 14.00, block: 0.00, def: 0.23) | HP: 111.93 → 104.17
[80.14s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 104.22 → 82.86
[80.17s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 82.91 → 61.55
[80.27s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 61.70 → 53.93
[80.47s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 88.47 → 67.11
[80.77s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[80.80s]     DAMAGE: Player took 15.44 HP (raw: 22.00, shield: 6.10, block: 0.00, def: 0.46) | HP: 67.61 → 52.17
[80.83s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 52.22 → 30.86
[80.93s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 62.61 → 54.84
[81.13s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 55.14 → 33.78
[81.43s]     DAMAGE: Player took 0.39 HP (raw: 22.00, shield: 21.60, block: 0.00, def: 0.01) | HP: 69.23 → 68.84
[81.46s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 68.89 → 47.54
[81.49s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 47.58 → 26.23
[81.59s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 26.38 → 18.61
[81.79s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 84.75 → 63.39
[82.09s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 98.84 → 77.48
[82.12s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 77.53 → 56.17
[82.15s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 56.22 → 34.86
[82.25s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 35.01 → 27.24
[82.45s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 55.54 → 34.18
[82.75s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[82.78s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[82.81s]     DAMAGE: Player took 20.97 HP (raw: 22.00, shield: 0.40, block: 0.00, def: 0.63) | HP: 34.73 → 13.76
[82.91s]     DAMAGE: Player took 7.77 HP (raw: 8.00, shield: 0.00, block: 0.00, def: 0.23) | HP: 13.91 → 6.14
[83.11s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 6.44 → 0.00
[95.02s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.02s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.02s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.02s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.02s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.68s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.68s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.68s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.68s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[95.68s]     DAMAGE: Player took 10.68 HP (raw: 22.00, shield: 11.00, block: 0.00, def: 0.32) | HP: 209.00 → 198.32
[96.34s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[96.34s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[96.34s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[96.34s]     DAMAGE: Player took 1.46 HP (raw: 22.00, shield: 20.50, block: 0.00, def: 0.04) | HP: 209.00 → 207.54
[96.34s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 207.54 → 186.18
[97.02s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[97.02s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[97.02s]     DAMAGE: Player took 3.11 HP (raw: 22.00, shield: 18.80, block: 0.00, def: 0.09) | HP: 209.00 → 205.89
[97.02s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 205.89 → 184.53
[97.02s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 184.53 → 163.17
[97.68s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[97.68s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[97.68s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[98.34s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[98.34s]     DAMAGE: Player took 17.86 HP (raw: 22.00, shield: 3.60, block: 0.00, def: 0.54) | HP: 209.00 → 191.14
[98.34s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 191.14 → 169.78
[99.00s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[99.00s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[99.00s]     SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[99.68s]     DAMAGE: Player took 3.50 HP (raw: 22.00, shield: 18.40, block: 0.00, def: 0.10) | HP: 209.00 → 205.50
[99.68s]     DAMAGE: Player took 21.36 HP (raw: 22.00, shield: 0.00, block: 0.00, def: 0.64) | HP: 205.50 → 184.15
[100.34s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[101.00s]    DAMAGE: Player took 18.06 HP (raw: 22.00, shield: 3.40, block: 0.00, def: 0.54) | HP: 209.00 → 190.94
[105.45s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[106.13s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[106.79s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[106.79s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[106.79s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[106.79s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[106.89s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[106.94s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[107.22s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[109.33s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[109.33s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[109.33s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[109.33s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[109.33s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[109.33s]    SHIELD ONLY: Player blocked 22.00 damage (raw: 22.00) | Shield absorbed all damage
[157.90s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[158.58s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[169.85s]    SHIELD ONLY: Player blocked 39.00 damage (raw: 39.00) | Shield absorbed all damage
[169.85s]    SHIELD ONLY: Player blocked 49.00 damage (raw: 49.00) | Shield absorbed all damage
[169.85s]    SHIELD ONLY: Player blocked 39.00 damage (raw: 39.00) | Shield absorbed all damage
[169.85s]    SHIELD ONLY: Player blocked 39.00 damage (raw: 39.00) | Shield absorbed all damage
[236.73s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[237.10s]    SHIELD ONLY: Player blocked 12.00 damage (raw: 12.00) | Shield absorbed all damage
[237.76s]    SHIELD ONLY: Player blocked 12.00 damage (raw: 12.00) | Shield absorbed all damage
[244.38s]    SHIELD ONLY: Player blocked 4.00 damage (raw: 4.00) | Shield absorbed all damage
[244.80s]    SHIELD ONLY: Player blocked 8.00 damage (raw: 8.00) | Shield absorbed all damage
[244.88s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[245.23s]    SHIELD ONLY: Player blocked 4.00 damage (raw: 4.00) | Shield absorbed all damage
[245.38s]    SHIELD ONLY: Player blocked 4.00 damage (raw: 4.00) | Shield absorbed all damage
[246.75s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[251.65s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[254.95s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[255.62s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[255.62s]    SHIELD ONLY: Player blocked 14.00 damage (raw: 14.00) | Shield absorbed all damage
[256.06s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[256.29s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[256.29s]    SHIELD ONLY: Player blocked 14.00 damage (raw: 14.00) | Shield absorbed all damage
[256.33s]    SHIELD ONLY: Player blocked 4.00 damage (raw: 4.00) | Shield absorbed all damage
[256.72s]    SHIELD ONLY: Player blocked 17.00 damage (raw: 17.00) | Shield absorbed all damage
[256.84s]    SHIELD ONLY: Player blocked 4.00 damage (raw: 4.00) | Shield absorbed all damage
[268.74s]    SHIELD ONLY: Player blocked 4.00 damage (raw: 4.00) | Shield absorbed all damage
[290.74s]    SHIELD ONLY: Player blocked 59.00 damage (raw: 59.00) | Shield absorbed all damage
[290.74s]    SHIELD ONLY: Player blocked 47.00 damage (raw: 47.00) | Shield absorbed all damage
[292.35s]    SHIELD ONLY: Player blocked 4.00 damage (raw: 4.00) | Shield absorbed all damage

====================================================================================================
END OF LOG
